,tenure,InternetService,PaymentMethod,MonthlyCharges,Cost/service,SecurityCost,StreamingCost,TotalCharges,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract_Month-to-month,Contract_One year,Contract_Two year,Churn
71,52.0,0.0,1.0,20.4,1090.65,0.0,0.0,1090.65,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
72,64.0,2.0,2.0,111.6,1014.1428571428571,1014.1428571428571,1901.7543253004314,6813.30095644852,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
73,62.0,0.0,2.0,24.25,1423.0898011339852,0.0,0.0,1424.6,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0
74,3.0,1.0,2.0,64.5,35.480000000000004,35.480000000000004,35.480000000000004,177.4,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0
75,56.0,2.0,1.0,110.5,877.0714285714286,1636.9126708427546,1754.142857142857,6139.5,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0
76,46.0,1.0,3.0,55.65,896.2833333333333,0.0,896.2833333333333,2688.85,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
77,8.0,1.0,0.0,54.65,120.5625,241.125,0.0,482.25,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0
78,30.0,1.0,1.0,74.75,351.8833333333334,703.7666666666668,703.7666666666668,2111.3,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0
79,45.0,0.0,3.0,25.9,1216.6,0.0,0.0,1216.6,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0
80,1.0,2.0,1.0,79.35,19.8375,0.0,19.8375,79.35,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1
81,11.0,1.0,1.0,50.55,141.3375,141.3375,282.675,565.35,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0
82,7.0,2.0,2.0,75.15,165.63333333333333,0.0,0.0,496.9,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
83,42.0,2.0,2.0,103.8,618.2142857142857,618.2142857142857,1236.4285714285713,4327.5,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0
84,49.0,0.0,2.0,20.15,973.35,0.0,0.0,973.35,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
85,9.0,2.0,3.0,99.3,153.125,153.125,306.25,918.75,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0
86,35.0,1.0,2.0,62.15,553.8625,553.8625,553.8625,2215.45,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
87,48.0,0.0,2.0,20.65,1057.0,0.0,0.0,1057.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
88,46.0,0.0,0.0,19.95,927.1,0.0,0.0,927.1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
89,29.0,1.0,0.0,33.75,504.625,0.0,504.625,1009.25,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
90,30.0,2.0,2.0,82.05,642.55,642.55,0.0,2570.2,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0
91,1.0,2.0,1.0,74.7,18.675,0.0,0.0,74.7,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
92,66.0,1.0,0.0,84.0,952.375,952.375,1901.7543253004314,5714.25,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0
93,65.0,2.0,3.0,111.05,1015.2857142857143,1636.9126708427546,1901.7543253004314,6813.30095644852,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0
94,72.0,2.0,2.0,100.9,1243.175,1243.175,1901.7543253004314,6813.30095644852,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0
95,12.0,2.0,1.0,78.95,231.8375,231.8375,0.0,927.35,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1
96,71.0,1.0,3.0,66.85,949.74,1636.9126708427546,0.0,4748.7,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0
97,5.0,0.0,0.0,21.05,113.85,0.0,0.0,113.85,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
98,52.0,0.0,2.0,21.0,1107.2,0.0,0.0,1107.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
99,25.0,2.0,1.0,98.5,419.0833333333333,419.0833333333333,838.1666666666666,2514.5,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1
100,1.0,0.0,0.0,20.2,20.2,0.0,0.0,20.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
101,1.0,0.0,1.0,19.45,19.45,0.0,0.0,19.45,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
102,38.0,2.0,2.0,95.0,721.12,0.0,721.12,3605.6,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0
103,66.0,1.0,2.0,45.55,1009.0833333333334,1009.0833333333334,1009.0833333333334,3027.25,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0
104,68.0,2.0,2.0,110.0,1087.4071428571428,1087.4071428571428,1901.7543253004314,6813.30095644852,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1
105,5.0,1.0,0.0,24.3,100.2,0.0,0.0,100.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
106,72.0,2.0,1.0,104.15,1043.2928571428572,1636.9126708427546,1901.7543253004314,6813.30095644852,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0
107,32.0,1.0,0.0,30.15,463.825,463.825,0.0,927.65,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
108,43.0,2.0,0.0,94.35,784.26,0.0,1568.52,3921.3,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0
109,72.0,0.0,3.0,19.4,1363.25,0.0,0.0,1363.25,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
110,55.0,2.0,1.0,96.75,873.15,1636.9126708427546,873.15,5238.9,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1
111,52.0,1.0,3.0,57.95,760.5625,760.5625,0.0,3042.25,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
112,43.0,2.0,1.0,91.65,790.8199999999999,790.8199999999999,790.8199999999999,3954.1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0
113,37.0,2.0,1.0,76.5,956.0500000000001,0.0,0.0,2868.15,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1
114,64.0,1.0,1.0,54.6,684.7,684.7,1369.4,3423.5,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0
115,3.0,2.0,1.0,89.85,41.4,82.8,41.4,248.4,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0
116,36.0,1.0,2.0,31.05,563.175,563.175,0.0,1126.35,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
117,10.0,2.0,1.0,100.25,177.4416666666667,177.4416666666667,354.8833333333334,1064.65,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1
118,41.0,0.0,0.0,20.65,835.15,0.0,0.0,835.15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
119,27.0,2.0,3.0,85.2,430.32,430.32,0.0,2151.6,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0
120,56.0,2.0,3.0,99.8,1103.09,0.0,1901.7543253004314,5515.45,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0
121,6.0,0.0,0.0,20.7,112.75,0.0,0.0,112.75,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
122,3.0,2.0,1.0,74.4,76.51666666666667,0.0,0.0,229.55,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
123,7.0,1.0,0.0,50.7,116.78333333333335,116.78333333333335,0.0,350.35,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0
124,4.0,0.0,0.0,20.85,62.9,0.0,0.0,62.9,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
125,33.0,2.0,1.0,88.95,504.60833333333335,504.60833333333335,504.60833333333335,3027.65,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0
126,27.0,2.0,1.0,78.05,711.8333333333334,0.0,0.0,2135.5,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1
127,72.0,0.0,2.0,23.55,1423.0898011339852,0.0,0.0,1723.95,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
128,1.0,0.0,0.0,19.75,19.75,0.0,0.0,19.75,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
129,71.0,1.0,1.0,56.45,797.0699999999999,1594.1399999999999,1594.1399999999999,3985.35,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0
130,13.0,2.0,1.0,85.95,303.9125,0.0,303.9125,1215.65,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
131,25.0,1.0,3.0,58.6,300.53000000000003,601.0600000000001,601.0600000000001,1502.65,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1
132,67.0,1.0,2.0,50.55,1086.7,0.0,0.0,3260.1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
133,1.0,1.0,1.0,35.45,17.725,0.0,17.725,35.45,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
134,2.0,1.0,1.0,44.35,40.625,0.0,0.0,81.25,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
135,43.0,0.0,3.0,25.7,1188.2,0.0,0.0,1188.2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
136,23.0,2.0,2.0,75.0,444.625,444.625,0.0,1778.5,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
137,64.0,0.0,0.0,20.2,1277.75,0.0,0.0,1277.75,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
138,57.0,0.0,0.0,19.6,1170.55,0.0,0.0,1170.55,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
139,1.0,2.0,0.0,70.45,23.483333333333334,0.0,0.0,70.45,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1
140,72.0,1.0,3.0,88.05,917.9499999999999,1636.9126708427546,1835.8999999999999,6425.65,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
141,8.0,1.0,1.0,71.15,112.72999999999999,112.72999999999999,112.72999999999999,563.65,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1
142,61.0,2.0,2.0,101.05,995.2083333333334,995.2083333333334,1901.7543253004314,5971.25,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0
143,64.0,2.0,3.0,84.3,1057.81,1636.9126708427546,0.0,5289.05,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0
144,71.0,0.0,2.0,23.95,1423.0898011339852,0.0,0.0,1756.2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0
145,65.0,2.0,3.0,99.05,916.6714285714286,1636.9126708427546,916.6714285714286,6416.7,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0
146,3.0,0.0,0.0,19.6,61.35,0.0,0.0,61.35,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
147,1.0,1.0,1.0,45.65,22.825,0.0,0.0,45.65,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
148,30.0,1.0,3.0,64.5,482.4875,482.4875,482.4875,1929.95,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0
149,15.0,1.0,0.0,69.5,214.28000000000003,214.28000000000003,214.28000000000003,1071.4,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0
150,8.0,1.0,1.0,68.55,112.87,0.0,225.74,564.35,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0
151,7.0,2.0,0.0,95.0,131.1,0.0,262.2,655.5,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1
152,70.0,2.0,3.0,108.15,1132.9357142857143,1636.9126708427546,1901.7543253004314,6813.30095644852,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0
153,62.0,1.0,1.0,86.1,745.0357142857143,1490.0714285714287,1490.0714285714287,5215.25,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0
154,6.0,0.0,0.0,19.7,113.5,0.0,0.0,113.5,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
155,14.0,2.0,2.0,80.9,288.2,0.0,288.2,1152.8,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0
156,22.0,2.0,2.0,84.15,455.4875,0.0,455.4875,1821.95,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
157,22.0,0.0,0.0,20.15,419.9,0.0,0.0,419.9,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
158,16.0,1.0,0.0,64.25,256.0,256.0,256.0,1024.0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0
159,10.0,0.0,2.0,25.7,251.6,0.0,0.0,251.6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
160,13.0,1.0,1.0,56.0,191.1375,382.275,0.0,764.55,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0
161,20.0,2.0,1.0,82.4,398.0875,398.0875,0.0,1592.35,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1
162,2.0,2.0,1.0,69.7,45.06666666666666,0.0,0.0,135.2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
163,53.0,1.0,2.0,73.9,791.65,791.65,791.65,3958.25,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0
164,11.0,0.0,0.0,20.6,233.9,0.0,0.0,233.9,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
165,69.0,0.0,0.0,19.9,1363.45,0.0,0.0,1363.45,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
166,4.0,2.0,2.0,70.9,91.0,0.0,0.0,273.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
167,72.0,1.0,2.0,89.05,893.4928571428571,1636.9126708427546,1786.9857142857143,6254.45,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0
168,58.0,1.0,1.0,45.3,883.7333333333332,883.7333333333332,883.7333333333332,2651.2,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1
169,16.0,0.0,1.0,20.4,321.4,0.0,0.0,321.4,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
170,43.0,2.0,2.0,84.25,707.85,707.85,0.0,3539.25,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0
171,2.0,2.0,1.0,104.4,40.46666666666667,0.0,80.93333333333334,242.8,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1
172,14.0,1.0,0.0,81.95,196.95833333333334,196.95833333333334,393.9166666666667,1181.75,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0
173,53.0,2.0,2.0,94.85,1000.04,0.0,1901.7543253004314,5000.2,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1
174,32.0,0.0,2.0,20.55,654.55,0.0,0.0,654.55,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
175,34.0,0.0,1.0,24.7,780.2,0.0,0.0,780.2,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
176,15.0,2.0,0.0,74.45,381.90000000000003,0.0,0.0,1145.7,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1
177,7.0,2.0,2.0,76.45,125.9,125.9,0.0,503.6,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1
178,15.0,2.0,2.0,105.35,259.875,259.875,519.75,1559.25,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0
179,61.0,0.0,3.0,20.55,1252.0,0.0,0.0,1252.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
180,1.0,1.0,2.0,29.95,14.975,14.975,0.0,29.95,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
181,1.0,1.0,0.0,45.3,22.65,0.0,0.0,45.3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
182,8.0,2.0,2.0,84.5,165.6625,0.0,165.6625,662.65,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1
183,33.0,1.0,3.0,74.75,490.66,490.66,981.32,2453.3,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0
184,13.0,2.0,1.0,79.25,277.9125,277.9125,0.0,1111.65,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
185,1.0,1.0,1.0,24.8,24.8,0.0,0.0,24.8,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
186,20.0,1.0,0.0,51.8,341.28333333333336,341.28333333333336,0.0,1023.85,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
187,3.0,1.0,1.0,30.4,41.075,0.0,0.0,82.15,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
188,13.0,0.0,1.0,19.65,244.8,0.0,0.0,244.8,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
189,40.0,1.0,3.0,56.6,793.0333333333333,793.0333333333333,0.0,2379.1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0
190,43.0,1.0,3.0,71.9,634.67,634.67,634.67,3173.35,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0
191,6.0,2.0,1.0,91.0,106.2,106.2,106.2,531.0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1
