Unnamed: 0,tenure,InternetService,PaymentMethod,MonthlyCharges,Cost/service,SecurityCost,StreamingCost,TotalCharges,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract_Month-to-month,Contract_One year,Contract_Two year,Churn
2006,0.0694444444444444,0.5,0.3333333333333333,0.2913306451612903,0.0711773097404726,0.0,0.0,0.0303877467563849,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3246,0.0416666666666666,0.5,0.0,0.3719758064516129,0.0296919164621341,0.0,0.0278963374554123,0.0208706643369642,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
1185,0.0138888888888888,0.5,0.3333333333333333,0.4223790322580645,0.0062998963308198,0.0,0.0105432905934216,0.0061489274694226,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
2300,0.6666666666666666,1.0,1.0,0.8568548387096774,0.5022107231146828,0.880544315192407,0.7568557681352485,0.7463102717573143,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
1538,0.1111111111111111,1.0,0.3333333333333333,0.8326612903225806,0.0889103512642618,0.0835649382241294,0.1436534298560047,0.1190750585523625,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
5603,0.0138888888888888,0.5,1.0,0.3059475806451613,0.0035708273154998,0.0099109413646334,0.0,0.0044313915015428,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1851,0.0277777777777777,0.5,0.3333333333333333,0.1698588709677419,0.0164541596150949,0.0,0.0180760904812403,0.0074277854195323,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
3357,0.0138888888888888,0.5,0.3333333333333333,0.4128024193548387,0.0060754274507719,0.0,0.0103767714568671,0.0060076582772593,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
3727,0.0416666666666666,1.0,0.3333333333333333,0.7898185483870968,0.0334700821378888,0.0,0.0613982348971525,0.0406111751366221,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
3788,0.75,1.0,0.6666666666666666,0.9223790322580644,0.5334886894266296,0.9345344741695,0.8032620222434509,0.9058180601509348,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1
2446,0.25,1.0,1.0,0.7232862903225806,0.2086196049938418,0.1868824233737403,0.1606313704524938,0.2243280419346444,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
2668,0.0138888888888888,0.0,0.0,0.0151209677419354,0.0060872416023533,0.0,0.0,0.0001412691921632,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1040,0.1944444444444444,1.0,1.0,0.7278225806451613,0.1715822397859275,0.0,0.2663114258420171,0.1854790140897431,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
1029,0.0416666666666666,1.0,0.0,0.706149193548387,0.0244287119325884,0.027912759244531,0.0239919019114644,0.0379121900442395,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
4847,0.5138888888888888,1.0,0.3333333333333333,0.5846774193548387,0.6634975205049368,0.0,0.0,0.4197553812409383,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2688,0.0694444444444444,1.0,0.3333333333333333,0.6098790322580645,0.0651166499791775,0.0630293045735411,0.0,0.0584854455555968,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2116,0.0138888888888888,0.5,0.3333333333333333,0.3639112903225806,0.011350446131899,0.0,0.0,0.0052864418751626,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
997,0.0555555555555555,1.0,0.3333333333333333,0.766633064516129,0.052261671643378,0.0,0.0892787968554175,0.0603219450537194,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
1178,0.2083333333333333,1.0,0.3333333333333333,0.8377016129032256,0.1756734804785912,0.0,0.2723814865776811,0.2282835793152161,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1
5630,0.5416666666666666,1.0,0.3333333333333333,0.8588709677419354,0.4639978498244121,0.4072917668102909,0.7001603842209971,0.5911966987620357,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1
4458,0.5277777777777778,1.0,0.3333333333333333,0.7701612903225807,0.505903826899051,0.4434595652819899,0.3811675620721991,0.5361537603628388,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
5112,0.0972222222222222,0.0,0.0,0.0181451612903225,0.1089412452706474,0.0,0.0,0.0217182794899438,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3673,0.5833333333333333,1.0,0.3333333333333333,0.8417338709677419,0.4969593327367186,0.4357398392458129,0.7490644253775164,0.6326852299341983,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
6385,0.0555555555555555,1.0,0.3333333333333333,0.8412298387096774,0.0351559615685648,0.0371711283382421,0.063899527611502,0.0514145507267928,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
5385,0.736111111111111,1.0,0.6666666666666666,0.6774193548387097,0.792599615449366,0.0,0.5938488707373292,0.6689393657756794,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
2297,0.75,1.0,0.3333333333333333,0.9284274193548386,0.5888523353413171,0.5150499479981472,0.8854035334609561,0.8735417673519461,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1
6894,0.0416666666666666,1.0,0.3333333333333333,0.8835685483870969,0.0316235302457048,0.0341223922600267,0.0586585568925776,0.0469682887839696,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1
6554,0.0138888888888888,1.0,0.3333333333333333,0.5080645161290324,0.00830830209967,0.0,0.0,0.0074129149782519,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1751,0.1944444444444444,1.0,0.3333333333333333,0.7227822580645161,0.1591490266615865,0.0,0.123932305588908,0.1724376370868805,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
3241,0.0138888888888888,0.0,0.0,0.0186491935483871,0.0063353387855642,0.0,0.0,0.0001933157366444,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
4619,0.0416666666666666,1.0,0.6666666666666666,0.6189516129032259,0.0367006618878423,0.0,0.0,0.0346406929625636,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
4642,0.9027777777777776,0.5,0.6666666666666666,0.5700604838709677,0.5615472994326253,0.4914837862010097,0.8448918063820648,0.7139819324138443,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1
3194,0.5972222222222222,0.5,1.0,0.376008064516129,0.4071540594901601,0.3582315874111817,0.6158228236387059,0.3454998327075356,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1
5832,0.2777777777777778,1.0,0.3333333333333333,0.5262096774193549,0.33964799735363,0.0,0.0,0.2159411130525298,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
133,0.0138888888888888,0.5,0.3333333333333333,0.1733870967741935,0.0046518221852045,0.0,0.0093206895645086,0.0024759284731774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
4994,0.25,1.0,0.3333333333333333,0.784274193548387,0.1977364085569899,0.1774894612491515,0.3051156431582545,0.2560541284062604,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
4908,0.3888888888888888,1.0,0.3333333333333333,0.8860887096774194,0.3645286005842097,0.3214428256379331,0.5525806084083399,0.4659950184021711,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1
785,0.6388888888888888,1.0,0.3333333333333333,0.9248991935483872,0.4857299816585295,0.8520962427568848,0.7324037475569889,0.722108628573553,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1
3763,0.0555555555555555,1.0,0.3333333333333333,0.626008064516129,0.0465625249204759,0.0,0.0404115651922419,0.0429160935350756,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
1564,0.1388888888888889,1.0,0.3333333333333333,0.7772177419354838,0.1194463888568922,0.0,0.1889589048299313,0.1307929662812744,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
1702,0.2916666666666666,1.0,0.6666666666666666,0.8684475806451614,0.2520283421496438,0.2243472092338976,0.3856670844252021,0.3243912413100859,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1
5288,0.0138888888888888,1.0,0.3333333333333333,0.6189516129032259,0.0062024295802727,0.0,0.0104709862314966,0.0090486635190899,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
3680,0.125,0.5,0.0,0.2258064516129032,0.0698127752328126,0.0,0.0576594420732508,0.04612067363099,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
6202,0.2916666666666666,0.5,0.0,0.5972782258064516,0.1840674351772269,0.3313843563277661,0.142417682579469,0.2388490278449012,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
6054,0.5,1.0,0.6666666666666666,0.7973790322580644,0.4823133290211679,0.423099310429212,0.363667277236834,0.5114093460723447,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
4059,0.0277777777777777,0.5,0.0,0.4783266129032258,0.0158959409528703,0.0,0.0353239673622492,0.0171827948994386,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
6169,0.0138888888888888,0.5,0.6666666666666666,0.268649193548387,0.0080011341585518,0.0,0.0,0.00388118517417,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3276,0.0555555555555555,1.0,0.3333333333333333,0.6139112903225807,0.0483080658166384,0.0,0.0417064705830799,0.0443808320011896,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
1607,0.1805555555555555,1.0,0.6666666666666666,0.7137096774193548,0.1302362534962504,0.1192320914067302,0.1024837643841859,0.1710918621510093,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1
5696,0.3055555555555555,0.5,0.3333333333333333,0.3623991935483871,0.1963600598977485,0.1763015757872381,0.0,0.1686159336778319,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
5810,0.2361111111111111,1.0,0.3333333333333333,0.6774193548387097,0.2493288085132775,0.0,0.1908309304914067,0.213063682664783,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
6438,0.0138888888888888,1.0,0.3333333333333333,0.5660282258064516,0.0096669295315393,0.0,0.0,0.0082679653518718,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3408,0.0555555555555555,0.5,1.0,0.327116935483871,0.027837094663843,0.0308544326845483,0.0,0.0197033346964571,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
6764,0.0138888888888888,1.0,0.3333333333333333,0.513608870967742,0.0084382577670662,0.0,0.0,0.0074947024052938,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
5383,0.5,1.0,0.3333333333333333,0.6703629032258064,0.5326114886717054,0.0,0.4009802718644008,0.450775121751738,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
3294,0.0138888888888888,1.0,0.0,0.5126008064516129,0.0084146294639033,0.0,0.0,0.0074798319640135,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2517,0.0138888888888888,1.0,0.6666666666666666,0.516633064516129,0.0085091426765551,0.0,0.0,0.0075393137291349,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
5852,0.2916666666666666,1.0,0.3333333333333333,0.5126008064516129,0.3405458728738218,0.0,0.0,0.2165061898211829,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
5646,0.0138888888888888,0.0,0.0,0.0100806451612903,0.0057328170549092,0.0,0.0,6.691698576155244e-05,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2101,0.5138888888888888,1.0,0.3333333333333333,0.8160282258064516,0.4356616072562518,0.3828356013133017,0.3290593421617689,0.5555299453511282,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1
3805,0.0138888888888888,1.0,0.3333333333333333,0.5383064516129032,0.0090171511945584,0.0,0.0,0.0078590282166623,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
5027,0.1388888888888889,1.0,0.3333333333333333,0.6784274193548386,0.1430280261210891,0.0,0.1119731641265194,0.1238633406446336,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
1148,0.0277777777777777,1.0,0.3333333333333333,0.7752016129032259,0.0200019493350109,0.0,0.0414159385106177,0.0264842559202944,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
5634,0.0138888888888888,0.0,0.3333333333333333,0.016633064516129,0.0061935689665866,0.0,0.0,0.0001635748540837,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
6893,0.0833333333333333,0.5,1.0,0.3795362903225806,0.0568319761826704,0.1117580996163224,0.0,0.0515335142570355,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3662,0.125,0.5,0.3333333333333333,0.2711693548387097,0.1396875747614279,0.0,0.0,0.0591323097512918,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1822,0.4305555555555555,1.0,1.0,0.688508064516129,0.4700998591162423,0.0,0.3546068833752552,0.398319640135321,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
5299,0.3888888888888888,1.0,1.0,0.8371975806451611,0.3243250427524609,0.0,0.4929317008615173,0.415390906725157,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1
223,0.0555555555555555,0.5,0.0,0.3205645161290322,0.0344648337010487,0.0,0.0,0.0238744934755938,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
785,0.6388888888888888,1.0,0.3333333333333333,0.9248991935483872,0.4857299816585295,0.8520962427568848,0.7324037475569889,0.722108628573553,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1
876,0.2083333333333333,1.0,0.3333333333333333,0.8755040322580644,0.1523633155403771,0.138329298455676,0.237796839141262,0.2325662664039555,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1
6907,0.5694444444444444,1.0,0.6666666666666666,0.5241935483870968,0.6697590208431169,0.0,0.0,0.4236960481802298,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
5306,0.2638888888888889,1.0,0.3333333333333333,0.6592741935483871,0.251836362186445,0.0,0.1926911245300216,0.2151678501059518,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
2018,0.0138888888888888,0.5,0.0,0.2726814516129032,0.0081429039775294,0.0,0.0,0.0039406669392914,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
4228,0.0138888888888888,1.0,0.3333333333333333,0.5065524193548387,0.0082728596449256,0.0,0.0,0.0073906093163314,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3600,0.7083333333333333,1.0,0.3333333333333333,0.6648185483870968,0.7268184194437306,0.6341243587166467,0.0,0.6137402877430388,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
55,0.25,1.0,0.3333333333333333,0.7782258064516129,0.2405461682276113,0.0,0.3686313003391731,0.2578162756979814,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
1236,0.0416666666666666,1.0,0.3333333333333333,0.591733870967742,0.0460545164024727,0.0,0.0,0.0311684449236031,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1291,0.1111111111111111,1.0,0.3333333333333333,0.5720766129032258,0.1042539806306984,0.0968075669250736,0.0,0.0913268151232387,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
4749,0.0694444444444444,0.5,0.3333333333333333,0.3119959677419355,0.0433372615387341,0.0,0.0,0.0294583441763634,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
333,0.0972222222222222,1.0,0.3333333333333333,0.5604838709677419,0.112887171898859,0.0,0.0,0.0732294880850589,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3834,0.7916666666666666,0.5,0.6666666666666666,0.5226814516129031,0.5468753045835955,0.4788208252125959,0.8231233731518567,0.5791293356630358,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
1131,0.1944444444444444,0.5,0.6666666666666666,0.4682459677419355,0.1588442215507845,0.1439227750635821,0.1237061901297972,0.1371352094873415,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
3498,0.5972222222222222,1.0,0.3333333333333333,0.5740927419354839,0.5589186507057478,0.4892150779153812,0.0,0.4728502918324101,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2265,0.1666666666666666,1.0,0.0,0.9546370967741936,0.1323130125706792,0.1210244801999668,0.2080487588064208,0.2031227926688724,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1
5233,0.1111111111111111,1.0,0.3333333333333333,0.8356854838709679,0.0916689556585355,0.0859458073688227,0.1477462949492116,0.1225473065913231,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1
2281,0.2222222222222222,0.5,1.0,0.4732862903225806,0.2386133730288825,0.0,0.1828818327622018,0.1523551061377746,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
2444,0.4305555555555555,1.0,0.3333333333333333,0.8235887096774194,0.3685631333492823,0.324924910489808,0.5585665331592186,0.4710732740994089,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
1883,0.4861111111111111,1.0,0.6666666666666666,0.8291330645161291,0.3620408778083397,0.6385914926716717,0.2744448214426566,0.5404736235547789,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
3681,0.6388888888888888,1.0,0.3333333333333333,0.8341733870967741,0.655577313284718,0.0,0.9844015389873882,0.693148444180081,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1
5607,0.5555555555555556,0.5,0.3333333333333333,0.3785282258064516,0.2911296396388413,0.5161887448762881,0.4436805987677583,0.3108740101862522,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
2397,0.0138888888888888,1.0,0.3333333333333333,0.7066532258064515,0.0046128354849856,0.0,0.0185835356394773,0.0103423919104799,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
4180,0.0277777777777777,0.5,0.3333333333333333,0.0614919354838709,0.021752806599385,0.0,0.0,0.0034276367151195,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3499,0.0138888888888888,0.0,0.0,0.0267137096774193,0.0069024180614749,0.0,0.0,0.0003122792668872,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
5069,0.0555555555555555,1.0,0.3333333333333333,0.5756048387096774,0.0719747649722219,0.0,0.0,0.0474813190081415,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
5932,0.0694444444444444,1.0,0.3333333333333333,0.7681451612903226,0.0627030188110828,0.0,0.104770335054031,0.0712740250566935,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1
