,tenure,InternetService,PaymentMethod,MonthlyCharges,Cost/service,SecurityCost,StreamingCost,TotalCharges,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract_Month-to-month,Contract_One year,Contract_Two year,Churn
14,0.3472222222222222,1.0,0.3333333333333333,0.8795362903225806,0.26408805931041635,0.23475559129165613,0.40355975345151596,0.39663184505000193,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
16,0.7222222222222222,0.0,0.0,0.024193548387096753,0.7172046535943079,0.0,0.0,0.14932153611658427,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
18,0.1388888888888889,0.5,1.0,0.3724798387096775,0.11692761173972241,0.0,0.0,0.07577233354399791,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
19,0.29166666666666663,1.0,0.3333333333333333,0.7237903225806451,0.25619046775179644,0.22793941565649067,0.19592115757092401,0.2742258076508421,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
20,0.013888888888888888,0.5,0.3333333333333333,0.21572580645161288,0.0061404052844699995,0.0,0.010424974364817135,0.0031004870069519306,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
21,0.16666666666666666,0.0,0.6666666666666666,0.015625,0.1354522014194703,0.0,0.0,0.02727982452879289,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
22,0.013888888888888888,0.0,0.0,0.019153225806451596,0.006370781240308701,0.0,0.0,0.0002007509572846569,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
23,0.8055555555555555,0.5,1.0,0.4198588709677419,0.6132342126015647,0.5360932187835936,0.0,0.5184281943566675,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
24,0.6805555555555555,0.5,1.0,0.41683467741935487,0.4131863652876598,0.7268757811202686,0.0,0.43890107438938253,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
25,0.41666666666666663,0.5,0.6666666666666666,0.3734879032258064,0.26332857813732174,0.46820021150333424,0.0,0.2248113312762556,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
26,0.6527777777777778,1.0,0.3333333333333333,0.8175403225806451,0.5531592518097803,0.48424431257046474,0.8324466919658897,0.7034239191047994,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
27,0.013888888888888888,0.5,0.3333333333333333,0.12046370967741937,0.0027910933111227262,0.009237976210244803,0.0,0.0016952303059593293,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
29,0.2361111111111111,0.5,0.0,0.4682459677419355,0.18579820838391262,0.0,0.2874032655279094,0.15975315067474624,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
31,0.027777777777777776,1.0,1.0,0.7787298387096774,0.017839959595601584,0.0,0.03820825409067405,0.024216513625041822,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0
32,0.375,0.5,0.0,0.4828629032258065,0.2578279091609884,0.4587052849614138,0.0,0.2759433436187219,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
33,0.013888888888888888,0.0,0.6666666666666666,0.019657258064516125,0.006406223695053117,0.0,0.0,0.00020818617792482978,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
34,0.013888888888888888,0.5,0.6666666666666666,0.2721774193548387,0.008125182750157273,0.0,0.0,0.00393323171865125,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
36,0.06944444444444445,1.0,0.3333333333333333,0.5186491935483871,0.06696556470167789,0.0,0.0,0.044328785456708424,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
37,0.6388888888888888,1.0,1.0,0.5700604838709677,0.8304905531090415,0.0,0.0,0.5248522249897766,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
38,0.4722222222222222,1.0,0.3333333333333333,0.8881048387096774,0.4114012469836993,0.3618972082142535,0.6221242583325298,0.5249934941819399,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1
39,0.15277777777777776,1.0,0.6666666666666666,0.8024193548387096,0.1487998298762172,0.0,0.2325097939544789,0.16158221495222871,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1
40,0.1388888888888889,0.5,0.0,0.31552419354838707,0.10448731012443253,0.0970089466493036,0.0,0.06794304620989627,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
42,0.2361111111111111,0.0,0.0,0.025201612903225812,0.28856360591534563,0.0,0.0,0.05939997769433808,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
43,0.875,0.5,1.0,0.6209677419354838,0.5664265440357732,0.9913898332736114,0.4260655033698214,0.7201234246626268,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0
44,0.18055555555555555,0.5,0.3333333333333333,0.5841733870967742,0.10803746267466484,0.20014595478023758,0.0860158981954584,0.1431503029852411,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
45,0.6805555555555555,1.0,0.3333333333333333,0.6678427419354839,0.6844026617283512,0.0,0.5135844558768108,0.578147886538533,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
46,0.027777777777777776,0.5,0.0,0.3125,0.015006926046364636,0.01978109696233435,0.0,0.011628685081229787,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
47,0.027777777777777776,1.0,0.3333333333333333,0.6290322580645161,0.017632621235346757,0.0,0.0189503159481512,0.01864009814491245,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
48,0.7222222222222222,0.5,1.0,0.6199596774193549,0.4903847573816295,0.4300655194213083,0.7393099096414579,0.6244098293616863,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0
49,0.9583333333333333,0.5,1.0,0.46270161290322587,0.7459662056194012,0.6506502416556692,0.0,0.6298077995464516,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
50,0.5972222222222222,1.0,0.3333333333333333,0.7258064516129032,0.5363063645788106,0.4696990884381091,0.40372126449373796,0.5680434216885386,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
51,0.20833333333333331,1.0,1.0,0.8150201612903225,0.13653066468526465,0.2493292197974113,0.21430637267483568,0.20931633146213616,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
52,0.3472222222222222,0.5,1.0,0.516633064516129,0.24056034520950917,0.2144495232435173,0.18432616716768477,0.2578311461392617,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
53,0.1111111111111111,1.0,1.0,0.6290322580645161,0.10431600492650119,0.09686109824417273,0.0,0.09137886166771998,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
54,0.8333333333333333,0.5,1.0,0.5705645161290321,0.5185674159792307,0.9087782623515326,0.39056187062339504,0.6598832670359494,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0
55,0.25,1.0,0.3333333333333333,0.7782258064516129,0.24054616822761138,0.0,0.36863130033917313,0.2578162756979814,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
58,0.4722222222222222,0.0,1.0,0.06754032258064518,0.6260112175369265,0.0,0.0,0.1301907134094204,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
60,0.6527777777777778,1.0,0.3333333333333333,0.8291330645161291,0.6594121868880638,0.0,0.9900912349585016,0.6971708985464143,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0
61,0.8333333333333333,1.0,0.6666666666666666,0.7222782258064516,0.7648322242798534,0.6669329394593555,0.5732500153372888,0.8077474999070596,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
63,0.25,0.5,1.0,0.36441532258064513,0.21823396155084365,0.0,0.0,0.1395293505334771,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
64,0.125,1.0,0.3333333333333333,0.7676411290322581,0.11361964929691028,0.0,0.1803139323932305,0.1246812149150526,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
65,0.041666666666666664,0.5,0.3333333333333333,0.5751008064516129,0.02092581598868204,0.024889514270648522,0.04278665392941341,0.03350310420461727,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0
66,0.6527777777777778,1.0,0.3333333333333333,0.6113911290322581,0.6389742953596965,0.5583087162097204,0.0,0.5400275103163686,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
67,0.4305555555555555,0.5,0.0,0.6144153225806451,0.28711046527082457,0.2546255429605223,0.4377174608460924,0.36854901669207035,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0
68,0.6944444444444444,0.0,0.6666666666666666,0.019153225806451596,0.6519550944098388,0.0,0.0,0.1356332949180267,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
69,0.1388888888888889,1.0,0.0,0.6209677419354838,0.14933678306559509,0.13571718857881995,0.0,0.12915721774043645,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
70,0.013888888888888888,0.5,0.0,0.3104838709677419,0.0036771546797331155,0.0,0.0,0.0044983084873043595,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
71,0.7222222222222222,0.0,0.3333333333333333,0.021673387096774188,0.7651937373182466,0.0,0.0,0.15938882486337783,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
74,0.041666666666666664,0.5,0.6666666666666666,0.4662298387096774,0.017237437864946525,0.02170618516155534,0.01865715462616454,0.02358451987062716,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
76,0.6388888888888888,0.5,1.0,0.377016129032258,0.6274171015751216,0.0,0.4713105056046835,0.39704821740585156,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
77,0.1111111111111111,0.5,0.0,0.36693548387096775,0.07754809098078132,0.14751702077452172,0.0,0.06891706011375887,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
78,0.41666666666666663,0.5,0.3333333333333333,0.5695564516129032,0.24151965431792471,0.4305549486245001,0.37007563474465605,0.31116398379121907,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0
79,0.625,0.0,1.0,0.07711693548387094,0.8544732808194294,0.0,0.0,0.1781181456559723,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
80,0.013888888888888888,1.0,0.3333333333333333,0.6159274193548386,0.006149265898156104,0.0,0.010431547488628495,0.009004052195248894,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
81,0.15277777777777776,0.5,0.3333333333333333,0.3256048387096774,0.092274430927086,0.08646837500764734,0.14864462187009753,0.08127439681772557,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0
82,0.09722222222222221,1.0,0.6666666666666666,0.5735887096774194,0.1094965103949766,0.0,0.0,0.07109557976132941,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
83,0.5833333333333333,1.0,0.6666666666666666,0.8623991935483871,0.4303081088539048,0.37821515657364596,0.6501758467122486,0.6407227034462247,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
84,0.6805555555555555,0.0,0.6666666666666666,0.019153225806451596,0.6820457384878477,0.0,0.0,0.14194579724153314,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
85,0.125,1.0,1.0,0.8170362903225806,0.10062998963308198,0.09367980842342619,0.1610415333783227,0.13382653630246477,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0
86,0.4861111111111111,0.5,0.6666666666666666,0.44254032258064513,0.3846924037958868,0.3388456025660074,0.2912485429575551,0.3266515483846983,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
87,0.6666666666666666,0.0,0.6666666666666666,0.024193548387096753,0.7413409652752548,0.0,0.0,0.15438492137254173,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
88,0.6388888888888888,0.0,0.0,0.017137096774193533,0.6492614678492632,0.0,0.0,0.1350682181493736,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
89,0.40277777777777773,0.5,0.0,0.15625,0.34979044648632357,0.0,0.2653570082646076,0.147284285661177,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
90,0.41666666666666663,1.0,0.6666666666666666,0.6431451612903225,0.44755845789879395,0.3931034181385959,0.0,0.3794044388267222,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
91,0.013888888888888888,1.0,0.3333333333333333,0.5690524193548387,0.005325228825348442,0.0,0.0,0.008312576675712852,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
95,0.16666666666666666,1.0,0.3333333333333333,0.6118951612903226,0.1564252740144782,0.14183505361871718,0.0,0.13510539425257445,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
97,0.06944444444444445,0.0,0.0,0.028225806451612906,0.07278994143134353,0.0,0.0,0.014134354436967917,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
98,0.7222222222222222,0.0,0.6666666666666666,0.027721774193548404,0.7769251898386481,0.0,0.0,0.1618498828952749,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
99,0.3472222222222222,1.0,0.3333333333333333,0.8089717741935484,0.2891543134944192,0.25638952738035936,0.4407498619643999,0.37112160303357006,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1
100,0.013888888888888888,0.0,0.0,0.019657258064516125,0.006406223695053117,0.0,0.0,0.00020818617792482978,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
101,0.013888888888888888,0.0,0.3333333333333333,0.012096774193548376,0.005874586873886884,0.0,0.0,9.665786832224223e-05,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
102,0.5277777777777778,1.0,0.6666666666666666,0.7736895161290323,0.5032527312841687,0.0,0.3792008834278402,0.5333729878434142,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0
103,0.9166666666666666,0.5,0.6666666666666666,0.27520161290322576,0.7073752794785233,0.6173435647342954,0.5306263748783971,0.447369790698539,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
105,0.06944444444444445,0.5,0.0,0.06098790322580647,0.06311415128611807,0.0,0.0,0.012104539202200826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
107,0.4444444444444444,0.5,0.0,0.11995967741935482,0.32086940341488046,0.2837618752130328,0.0,0.13515000557641546,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
108,0.5972222222222222,1.0,0.0,0.7671370967741935,0.5480094631354167,0.0,0.8248060928475648,0.5803189709654634,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
109,1.0,0.0,1.0,0.011592741935483875,0.9584260005848004,0.0,0.0,0.19992564779359828,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
111,0.7222222222222222,0.5,1.0,0.40020161290322587,0.5312115117093009,0.465301872940683,0.0,0.44960035689059075,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
112,0.5972222222222222,1.0,0.3333333333333333,0.7399193548387097,0.552659513197884,0.48381300308515196,0.41585262179998417,0.5851964757054166,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
113,0.5138888888888888,1.0,0.3333333333333333,0.5871975806451613,0.6697826491462798,0.0,0.0,0.4237109186215101,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
114,0.8888888888888888,0.5,0.3333333333333333,0.36643145161290325,0.47743644724833634,0.41889021928176273,0.7200988597821228,0.506293914271906,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0
115,0.041666666666666664,1.0,0.3333333333333333,0.721774193548387,0.02143382450668533,0.050655922530348986,0.021770186063224683,0.034142533179672106,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
116,0.5,0.5,0.6666666666666666,0.12903225806451613,0.3912935609920342,0.3445428643844117,0.0,0.16469757240046096,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
117,0.1388888888888889,1.0,0.3333333333333333,0.8266129032258064,0.11786683679044944,0.10855641691210961,0.18661536708705445,0.15552251013048812,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
118,0.5694444444444444,0.0,0.0,0.024193548387096753,0.5840827935742828,0.0,0.0,0.12139484739209636,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
119,0.375,1.0,1.0,0.6748991935483871,0.29711941449064755,0.2632639683968572,0.0,0.317156771627198,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
121,0.08333333333333333,0.0,0.0,0.024697580645161282,0.07201020742696639,0.0,0.0,0.013970779582884124,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
122,0.041666666666666664,1.0,0.3333333333333333,0.5660282258064516,0.04632624188884654,0.0,0.0,0.031339454998327076,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
123,0.09722222222222221,0.5,0.0,0.327116935483871,0.07486923210968258,0.07144646722426638,0.0,0.04930294806498384,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
124,0.05555555555555555,0.0,0.0,0.02620967741935487,0.03667408004678403,0.0,0.0,0.006557864604632143,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
125,0.4583333333333333,1.0,0.3333333333333333,0.7127016129032259,0.3497786323347421,0.3087125681340803,0.26534824409952584,0.4474292724636604,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
126,0.375,1.0,0.3333333333333333,0.6028225806451613,0.4966698860229725,0.0,0.0,0.3147626305810625,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
128,0.013888888888888888,0.0,0.0,0.015120967741935498,0.006087241602353377,0.0,0.0,0.00014126919216327733,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
129,0.986111111111111,0.5,0.3333333333333333,0.38508064516129037,0.557089820040936,0.9752733374701754,0.8382783674113284,0.5898434886055243,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
130,0.18055555555555555,1.0,0.3333333333333333,0.6824596774193549,0.2075155725285533,0.0,0.15981235922559836,0.17797687646380908,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
131,0.3472222222222222,0.5,1.0,0.4067540322580645,0.2051178904650936,0.36772039608806234,0.31606734384448865,0.22065504293839922,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1
132,0.9305555555555555,0.5,0.6666666666666666,0.3256048387096774,0.7623937833934378,0.0,0.0,0.4819956132198223,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
133,0.013888888888888888,0.5,0.3333333333333333,0.17338709677419356,0.004651822185204548,0.0,0.009320689564508636,0.0024759284731774417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
134,0.027777777777777776,0.5,0.3333333333333333,0.26310483870967744,0.020884466458146886,0.0,0.0,0.00928659057957545,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
