Unnamed: 0,tenure,InternetService,PaymentMethod,MonthlyCharges,Cost/service,SecurityCost,StreamingCost,TotalCharges,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract_Month-to-month,Contract_One year,Contract_Two year,Churn
16.0,0.7222222222222222,0.0,0.0,0.0241935483870967,0.7172046535943079,0.0,0.0,0.1493215361165842,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
18.0,0.1388888888888889,0.5,1.0,0.3724798387096775,0.1169276117397224,0.0,0.0,0.0757723335439979,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
19.0,0.2916666666666666,1.0,0.3333333333333333,0.7237903225806451,0.2561904677517964,0.2279394156564906,0.195921157570924,0.2742258076508421,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
20.0,0.0138888888888888,0.5,0.3333333333333333,0.2157258064516128,0.0061404052844699,0.0,0.0104249743648171,0.0031004870069519,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
21.0,0.1666666666666666,0.0,0.6666666666666666,0.015625,0.1354522014194703,0.0,0.0,0.0272798245287928,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
22.0,0.0138888888888888,0.0,0.0,0.0191532258064515,0.0063707812403087,0.0,0.0,0.0002007509572846,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
23.0,0.8055555555555555,0.5,1.0,0.4198588709677419,0.6132342126015647,0.5360932187835936,0.0,0.5184281943566675,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
24.0,0.6805555555555555,0.5,1.0,0.4168346774193548,0.4131863652876598,0.7268757811202686,0.0,0.4389010743893825,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
25.0,0.4166666666666666,0.5,0.6666666666666666,0.3734879032258064,0.2633285781373217,0.4682002115033342,0.0,0.2248113312762556,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
26.0,0.6527777777777778,1.0,0.3333333333333333,0.8175403225806451,0.5531592518097803,0.4842443125704647,0.8324466919658897,0.7034239191047994,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
27.0,0.0138888888888888,0.5,0.3333333333333333,0.1204637096774193,0.0027910933111227,0.0092379762102448,0.0,0.0016952303059593,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
29.0,0.2361111111111111,0.5,0.0,0.4682459677419355,0.1857982083839126,0.0,0.2874032655279094,0.1597531506747462,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
31.0,0.0277777777777777,1.0,1.0,0.7787298387096774,0.0178399595956015,0.0,0.038208254090674,0.0242165136250418,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0
32.0,0.375,0.5,0.0,0.4828629032258065,0.2578279091609884,0.4587052849614138,0.0,0.2759433436187219,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
33.0,0.0138888888888888,0.0,0.6666666666666666,0.0196572580645161,0.0064062236950531,0.0,0.0,0.0002081861779248,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
34.0,0.0138888888888888,0.5,0.6666666666666666,0.2721774193548387,0.0081251827501572,0.0,0.0,0.0039332317186512,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
36.0,0.0694444444444444,1.0,0.3333333333333333,0.5186491935483871,0.0669655647016778,0.0,0.0,0.0443287854567084,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
37.0,0.6388888888888888,1.0,1.0,0.5700604838709677,0.8304905531090415,0.0,0.0,0.5248522249897766,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
38.0,0.4722222222222222,1.0,0.3333333333333333,0.8881048387096774,0.4114012469836993,0.3618972082142535,0.6221242583325298,0.5249934941819399,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1
39.0,0.1527777777777777,1.0,0.6666666666666666,0.8024193548387096,0.1487998298762172,0.0,0.2325097939544789,0.1615822149522287,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1
40.0,0.1388888888888889,0.5,0.0,0.315524193548387,0.1044873101244325,0.0970089466493036,0.0,0.0679430462098962,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
42.0,0.2361111111111111,0.0,0.0,0.0252016129032258,0.2885636059153456,0.0,0.0,0.059399977694338,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
43.0,0.875,0.5,1.0,0.6209677419354838,0.5664265440357732,0.9913898332736114,0.4260655033698214,0.7201234246626268,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0
44.0,0.1805555555555555,0.5,0.3333333333333333,0.5841733870967742,0.1080374626746648,0.2001459547802375,0.0860158981954584,0.1431503029852411,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
45.0,0.6805555555555555,1.0,0.3333333333333333,0.6678427419354839,0.6844026617283512,0.0,0.5135844558768108,0.578147886538533,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
46.0,0.0277777777777777,0.5,0.0,0.3125,0.0150069260463646,0.0197810969623343,0.0,0.0116286850812297,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
47.0,0.0277777777777777,1.0,0.3333333333333333,0.6290322580645161,0.0176326212353467,0.0,0.0189503159481512,0.0186400981449124,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
48.0,0.7222222222222222,0.5,1.0,0.6199596774193549,0.4903847573816295,0.4300655194213083,0.7393099096414579,0.6244098293616863,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0
49.0,0.9583333333333331,0.5,1.0,0.4627016129032258,0.7459662056194012,0.6506502416556692,0.0,0.6298077995464516,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
50.0,0.5972222222222222,1.0,0.3333333333333333,0.7258064516129032,0.5363063645788106,0.4696990884381091,0.4037212644937379,0.5680434216885386,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
51.0,0.2083333333333333,1.0,1.0,0.8150201612903225,0.1365306646852646,0.2493292197974113,0.2143063726748356,0.2093163314621361,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
52.0,0.3472222222222222,0.5,1.0,0.516633064516129,0.2405603452095091,0.2144495232435173,0.1843261671676847,0.2578311461392617,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
53.0,0.1111111111111111,1.0,1.0,0.6290322580645161,0.1043160049265011,0.0968610982441727,0.0,0.0913788616677199,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
54.0,0.8333333333333333,0.5,1.0,0.5705645161290321,0.5185674159792307,0.9087782623515326,0.390561870623395,0.6598832670359494,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0
55.0,0.25,1.0,0.3333333333333333,0.7782258064516129,0.2405461682276113,0.0,0.3686313003391731,0.2578162756979814,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
58.0,0.4722222222222222,0.0,1.0,0.0675403225806451,0.6260112175369265,0.0,0.0,0.1301907134094204,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
60.0,0.6527777777777778,1.0,0.3333333333333333,0.8291330645161291,0.6594121868880638,0.0,0.9900912349585016,0.6971708985464143,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0
61.0,0.8333333333333333,1.0,0.6666666666666666,0.7222782258064516,0.7648322242798534,0.6669329394593555,0.5732500153372888,0.8077474999070596,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
63.0,0.25,0.5,1.0,0.3644153225806451,0.2182339615508436,0.0,0.0,0.1395293505334771,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
64.0,0.125,1.0,0.3333333333333333,0.7676411290322581,0.1136196492969102,0.0,0.1803139323932305,0.1246812149150526,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
65.0,0.0416666666666666,0.5,0.3333333333333333,0.5751008064516129,0.020925815988682,0.0248895142706485,0.0427866539294134,0.0335031042046172,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0
66.0,0.6527777777777778,1.0,0.3333333333333333,0.6113911290322581,0.6389742953596965,0.5583087162097204,0.0,0.5400275103163686,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
67.0,0.4305555555555555,0.5,0.0,0.6144153225806451,0.2871104652708245,0.2546255429605223,0.4377174608460924,0.3685490166920703,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0
68.0,0.6944444444444444,0.0,0.6666666666666666,0.0191532258064515,0.6519550944098388,0.0,0.0,0.1356332949180267,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
69.0,0.1388888888888889,1.0,0.0,0.6209677419354838,0.149336783065595,0.1357171885788199,0.0,0.1291572177404364,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
70.0,0.0138888888888888,0.5,0.0,0.3104838709677419,0.0036771546797331,0.0,0.0,0.0044983084873043,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
71.0,0.7222222222222222,0.0,0.3333333333333333,0.0216733870967741,0.7651937373182466,0.0,0.0,0.1593888248633778,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
74.0,0.0416666666666666,0.5,0.6666666666666666,0.4662298387096774,0.0172374378649465,0.0217061851615553,0.0186571546261645,0.0235845198706271,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
76.0,0.6388888888888888,0.5,1.0,0.377016129032258,0.6274171015751216,0.0,0.4713105056046835,0.3970482174058515,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
77.0,0.1111111111111111,0.5,0.0,0.3669354838709677,0.0775480909807813,0.1475170207745217,0.0,0.0689170601137588,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
78.0,0.4166666666666666,0.5,0.3333333333333333,0.5695564516129032,0.2415196543179247,0.4305549486245001,0.370075634744656,0.311163983791219,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0
79.0,0.625,0.0,1.0,0.0771169354838709,0.8544732808194294,0.0,0.0,0.1781181456559723,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
80.0,0.0138888888888888,1.0,0.3333333333333333,0.6159274193548386,0.0061492658981561,0.0,0.0104315474886284,0.0090040521952488,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
81.0,0.1527777777777777,0.5,0.3333333333333333,0.3256048387096774,0.092274430927086,0.0864683750076473,0.1486446218700975,0.0812743968177255,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0
82.0,0.0972222222222222,1.0,0.6666666666666666,0.5735887096774194,0.1094965103949766,0.0,0.0,0.0710955797613294,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
83.0,0.5833333333333333,1.0,0.6666666666666666,0.8623991935483871,0.4303081088539048,0.3782151565736459,0.6501758467122486,0.6407227034462247,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
84.0,0.6805555555555555,0.0,0.6666666666666666,0.0191532258064515,0.6820457384878477,0.0,0.0,0.1419457972415331,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
85.0,0.125,1.0,1.0,0.8170362903225806,0.1006299896330819,0.0936798084234261,0.1610415333783227,0.1338265363024647,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0
86.0,0.4861111111111111,0.5,0.6666666666666666,0.4425403225806451,0.3846924037958868,0.3388456025660074,0.2912485429575551,0.3266515483846983,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
87.0,0.6666666666666666,0.0,0.6666666666666666,0.0241935483870967,0.7413409652752548,0.0,0.0,0.1543849213725417,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
88.0,0.6388888888888888,0.0,0.0,0.0171370967741935,0.6492614678492632,0.0,0.0,0.1350682181493736,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
89.0,0.4027777777777777,0.5,0.0,0.15625,0.3497904464863235,0.0,0.2653570082646076,0.147284285661177,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
90.0,0.4166666666666666,1.0,0.6666666666666666,0.6431451612903225,0.4475584578987939,0.3931034181385959,0.0,0.3794044388267222,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
91.0,0.0138888888888888,1.0,0.3333333333333333,0.5690524193548387,0.0053252288253484,0.0,0.0,0.0083125766757128,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
95.0,0.1666666666666666,1.0,0.3333333333333333,0.6118951612903226,0.1564252740144782,0.1418350536187171,0.0,0.1351053942525744,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
97.0,0.0694444444444444,0.0,0.0,0.0282258064516129,0.0727899414313435,0.0,0.0,0.0141343544369679,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
98.0,0.7222222222222222,0.0,0.6666666666666666,0.0277217741935484,0.7769251898386481,0.0,0.0,0.1618498828952749,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
99.0,0.3472222222222222,1.0,0.3333333333333333,0.8089717741935484,0.2891543134944192,0.2563895273803593,0.4407498619643999,0.37112160303357,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1
100.0,0.0138888888888888,0.0,0.0,0.0196572580645161,0.0064062236950531,0.0,0.0,0.0002081861779248,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
101.0,0.0138888888888888,0.0,0.3333333333333333,0.0120967741935483,0.0058745868738868,0.0,0.0,9.665786832224224e-05,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
102.0,0.5277777777777778,1.0,0.6666666666666666,0.7736895161290323,0.5032527312841687,0.0,0.3792008834278402,0.5333729878434142,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0
103.0,0.9166666666666666,0.5,0.6666666666666666,0.2752016129032257,0.7073752794785233,0.6173435647342954,0.5306263748783971,0.447369790698539,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
105.0,0.0694444444444444,0.5,0.0,0.0609879032258064,0.063114151286118,0.0,0.0,0.0121045392022008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
107.0,0.4444444444444444,0.5,0.0,0.1199596774193548,0.3208694034148804,0.2837618752130328,0.0,0.1351500055764154,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
108.0,0.5972222222222222,1.0,0.0,0.7671370967741935,0.5480094631354167,0.0,0.8248060928475648,0.5803189709654634,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
109.0,1.0,0.0,1.0,0.0115927419354838,0.9584260005848004,0.0,0.0,0.1999256477935982,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
111.0,0.7222222222222222,0.5,1.0,0.4002016129032258,0.5312115117093009,0.465301872940683,0.0,0.4496003568905907,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
112.0,0.5972222222222222,1.0,0.3333333333333333,0.7399193548387097,0.552659513197884,0.4838130030851519,0.4158526217999841,0.5851964757054166,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
113.0,0.5138888888888888,1.0,0.3333333333333333,0.5871975806451613,0.6697826491462798,0.0,0.0,0.4237109186215101,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
114.0,0.8888888888888888,0.5,0.3333333333333333,0.3664314516129032,0.4774364472483363,0.4188902192817627,0.7200988597821228,0.506293914271906,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0
115.0,0.0416666666666666,1.0,0.3333333333333333,0.721774193548387,0.0214338245066853,0.0506559225303489,0.0217701860632246,0.0341425331796721,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
116.0,0.5,0.5,0.6666666666666666,0.1290322580645161,0.3912935609920342,0.3445428643844117,0.0,0.1646975724004609,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
117.0,0.1388888888888889,1.0,0.3333333333333333,0.8266129032258064,0.1178668367904494,0.1085564169121096,0.1866153670870544,0.1555225101304881,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
118.0,0.5694444444444444,0.0,0.0,0.0241935483870967,0.5840827935742828,0.0,0.0,0.1213948473920963,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
119.0,0.375,1.0,1.0,0.6748991935483871,0.2971194144906475,0.2632639683968572,0.0,0.317156771627198,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
121.0,0.0833333333333333,0.0,0.0,0.0246975806451612,0.0720102074269663,0.0,0.0,0.0139707795828841,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
122.0,0.0416666666666666,1.0,0.3333333333333333,0.5660282258064516,0.0463262418888465,0.0,0.0,0.031339454998327,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
123.0,0.0972222222222222,0.5,0.0,0.327116935483871,0.0748692321096825,0.0714464672242663,0.0,0.0493029480649838,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
124.0,0.0555555555555555,0.0,0.0,0.0262096774193548,0.036674080046784,0.0,0.0,0.0065578646046321,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
125.0,0.4583333333333333,1.0,0.3333333333333333,0.7127016129032259,0.3497786323347421,0.3087125681340803,0.2653482440995258,0.4474292724636604,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
126.0,0.375,1.0,0.3333333333333333,0.6028225806451613,0.4966698860229725,0.0,0.0,0.3147626305810625,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
128.0,0.0138888888888888,0.0,0.0,0.0151209677419354,0.0060872416023533,0.0,0.0,0.0001412691921632,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
129.0,0.986111111111111,0.5,0.3333333333333333,0.3850806451612903,0.557089820040936,0.9752733374701754,0.8382783674113284,0.5898434886055243,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
130.0,0.1805555555555555,1.0,0.3333333333333333,0.6824596774193549,0.2075155725285533,0.0,0.1598123592255983,0.177976876463809,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
131.0,0.3472222222222222,0.5,1.0,0.4067540322580645,0.2051178904650936,0.3677203960880623,0.3160673438444886,0.2206550429383992,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1
132.0,0.9305555555555556,0.5,0.6666666666666666,0.3256048387096774,0.7623937833934378,0.0,0.0,0.4819956132198223,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
