tenure,InternetService,PaymentMethod,MonthlyCharges,Cost/service,SecurityCost,StreamingCost,TotalCharges,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract_Month-to-month,Contract_One year,Contract_Two year,Churn
0.0833333333333333,0.5,0.6666666666666666,0.3775201612903226,0.0515687716531246,0.1026730700320751,0.0,0.0471169931967731,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.3888888888888888,0.0,0.0,0.0201612903225806,0.371569834926767,0.0,0.0,0.076813264433622,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.2916666666666666,1.0,0.3333333333333333,0.6638104838709676,0.2999849369567335,0.0,0.2284094793209524,0.2555708390646493,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.9722222222222222,0.5,1.0,0.591733870967742,0.617032462335008,0.5393713748008053,0.927213608995539,0.7838209598869846,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0
0.2947012457686211,1.0,0.4635850507765456,0.8517424523879148,0.2462716289392937,0.2193787618241051,0.3771260081479534,0.3171452816512855,0.3907551523296371,0.0,0.3907551523296371,0.3907551523296371,1.0,1.0,0.6092448476703629,0.3907551523296371,0.3907551523296371,0.0,1.0,1.0,1.0,0.0,0.0,1
0.0138888888888888,0.5,0.0,0.2671370967741935,0.0079479704764351,0.0,0.0,0.0038588795122495,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.3333333333333333,0.5,0.3333333333333333,0.3679435483870967,0.3082696107532407,0.2728873701046155,0.0,0.1961931670322317,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.0277777777777777,0.5,0.3333333333333333,0.2736895161290322,0.0207781390939136,0.0,0.0,0.0092419792557344,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0427046377942612,1.0,0.0895611600989012,0.6826776113079415,0.033890423557883,0.0160908573928901,0.0310109419219756,0.0361936713635749,0.7313165197032963,0.0,0.0,0.0,1.0,0.0,0.0,0.2686834802967037,0.7313165197032963,0.0,0.2686834802967037,0.7313165197032963,1.0,0.0,0.0,1
0.8888888888888888,1.0,1.0,0.6255040322580645,0.8812854978335798,0.767440285267307,0.0,0.7433584891631658,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0947407809118052,0.5892840041787033,0.8809546610950623,0.4039262740156386,0.0839235412124778,0.0792609712590274,0.0515548396465678,0.0841595180164043,0.8214319916425933,1.0,1.0,0.0,1.0,0.1785680083574067,0.0,1.0,0.1785680083574067,0.0,0.0,0.1785680083574067,1.0,0.0,0.0,1
0.1096175187932526,1.0,0.3333333333333333,0.6717422587996746,0.089657563111397,0.0,0.1390319896436281,0.0979266406669472,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7658290392349099,0.7658290392349099,1.0,0.0,0.0,1
0.1666666666666666,0.5,0.3333333333333333,0.3140120967741935,0.1366099882744545,0.1247330717217711,0.0,0.0881594111305252,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.1944444444444444,1.0,0.3333333333333333,0.7399193548387097,0.1765300064682479,0.0,0.136826145257272,0.1906687980965835,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
0.5833333333333333,1.0,0.3333333333333333,0.7948588709677419,0.4666324056270803,0.409565573316786,0.704069201847486,0.5945128071675526,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
0.6805555555555555,1.0,1.0,0.8165322580645161,0.5734382429993767,0.0,0.8625340706917555,0.7289490315625116,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
0.4103553497592936,1.0,0.3333333333333333,0.7347237906649849,0.4393457561040049,0.0,0.4753631019703611,0.4131130806504317,0.5455851826691478,0.4544148173308522,1.0,0.0,1.0,1.0,0.0,0.0,0.4544148173308522,0.0,0.4544148173308522,1.0,1.0,0.0,0.0,1
1.0,0.5,0.6666666666666666,0.4778225806451613,0.5431585724960644,0.951226049286686,0.8176089604823795,0.6908360905609874,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0
0.7222222222222222,1.0,0.3333333333333333,0.8896169354838709,0.6562613526612853,0.5732286595757698,0.9854164293038624,0.8331982601583702,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0
0.0833333333333333,1.0,0.3333333333333333,0.5630040322580645,0.0719924861995941,0.0689636336622414,0.0,0.0642551767723707,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.5,1.0,0.6666666666666666,0.5710685483870969,0.6204703804452162,0.0,0.0,0.39267630766943,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.3558429312201593,0.8770115174641911,0.3333333333333333,0.6467765339388104,0.3363996615268144,0.0,0.4925438836375149,0.3505947398311419,0.0,0.7540230349283823,0.7540230349283823,0.0,1.0,0.7540230349283823,0.0,0.0,0.0,0.0,0.7540230349283823,0.7540230349283823,1.0,0.0,0.0,1
0.7222222222222222,1.0,0.0,0.6244959677419355,0.7536749395263116,0.6573034198865574,0.0,0.6362764415034017,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.3889443800821479,0.5499334105680891,0.6333777262879405,0.2238735331708409,0.2227797293247547,0.1977892512484924,0.001129728042537,0.1427096977857222,0.0,0.0998668211361781,1.0,0.9001331788638218,0.0998668211361781,0.0998668211361781,0.9001331788638218,0.0,0.0,0.9001331788638218,0.0998668211361781,0.0,1.0,0.0,0.0,1
0.7222222222222222,0.0,0.6666666666666666,0.0186491935483871,0.7567584330890756,0.0,0.0,0.1576192423510167,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.563063799564024,0.910006314559678,0.059995790293548,0.7272954166967343,0.4749663394745719,0.4131943248655415,0.7164340291508495,0.6024038342383797,1.0,0.0,1.0,0.820012629119356,0.820012629119356,0.820012629119356,0.0,0.820012629119356,0.0,0.0,1.0,1.0,0.1799873708806439,0.820012629119356,0.0,1
0.0976774798241481,0.4515655866055751,0.0,0.263842162559414,0.0889074540204097,0.0052006270964568,0.0,0.0213078175277396,1.0,0.0,0.5484344133944249,0.5484344133944249,1.0,0.0,0.4515655866055751,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.2222222222222222,0.5,0.0,0.4637096774193548,0.173552840269717,0.1566173450213688,0.134617575656655,0.1494776757500278,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.4654035276941121,1.0,0.5229472386689451,0.6389384666822546,0.4527932008460544,0.3976213685882524,0.074048235625718,0.4047370814181063,0.0,0.0,0.2155791419965823,0.2155791419965823,1.0,0.7844208580034177,0.0,1.0,0.0,0.0,0.2155791419965823,0.0,1.0,0.0,0.0,1
0.0839625848669229,1.0,0.0441348711654848,0.663195814961404,0.0657056917371204,0.0351514061639679,0.0546126589409361,0.0744235721008186,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1324046134964546,0.0,0.8675953865035454,0.8675953865035454,0.1324046134964546,1.0,0.0,0.0,1
0.4774649455112174,1.0,0.2162305384633704,0.6807457337549712,0.4992753586824998,0.0,0.3945477022474186,0.4279760145026859,1.0,0.0,0.6756541923049443,0.6756541923049443,1.0,1.0,0.0,0.0,0.0,0.0,0.3243458076950557,1.0,0.3243458076950557,0.6756541923049443,0.0,1
0.0138888888888888,0.5,0.3333333333333333,0.1834677419354838,0.0050062467326487,0.0,0.009583614516963,0.0026246328859808,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.6159264438389385,1.0,0.7126284231186701,0.8551888785793764,0.5212208699821671,0.4410986308842838,0.7850605976106791,0.6594360464178967,0.1378852693560104,0.0,0.8621147306439896,0.8621147306439896,1.0,1.0,0.0,0.8621147306439896,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1
0.0937252161019193,1.0,0.9720239510375772,0.7624586388628376,0.0690181284169569,0.1315043211108769,0.0565160675335964,0.093566880091512,0.0419640734436342,0.9580359265563656,0.9580359265563656,0.0,1.0,0.9580359265563656,0.9580359265563656,0.9580359265563656,0.0419640734436342,0.0,0.0,0.9580359265563656,1.0,0.0,0.0,1
0.75,0.5,1.0,0.2797379032258064,0.5648493547996468,0.0,0.4248954873313993,0.357671288895498,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0
0.0407598432760703,0.6775485473538221,0.3333333333333333,0.2924679021925316,0.0512454340130883,0.0,0.0036995440121796,0.0127532531369529,0.0,0.0,0.0,0.0,0.355097094707644,0.0,0.0,0.0,0.6449029052923559,0.0,0.0,0.355097094707644,1.0,0.0,0.0,1
0.9166666666666666,0.5,1.0,0.6174395161290323,0.6059626023031689,0.5298173088968325,0.9107895636322204,0.7698873564073014,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0
0.5,1.0,0.3333333333333333,0.6265120967741936,0.5126751078779715,0.0,0.3861907432888405,0.4340458753113499,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.1530002842937057,0.6659991471188826,0.7786678038414898,0.4780399563232298,0.1186772092383247,0.0960078400513333,0.0113870634306403,0.1034298015348384,0.0,0.3319982942377651,0.0,0.0,1.0,0.6680017057622348,0.0,0.6680017057622348,0.0,0.6680017057622348,0.3319982942377651,0.0,1.0,0.0,0.0,1
0.0138888888888888,0.5,0.0,0.2767137096774194,0.0082846737965071,0.0,0.0,0.0040001487044128,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.0790095571382535,0.2889139857557178,0.140724009496188,0.0409073454531512,0.0805966673065289,0.0,0.0,0.0157720719646595,1.0,0.4221720284885643,0.0,0.0,0.4221720284885643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.611111111111111,0.5,0.6666666666666666,0.3830645161290322,0.4208614288625629,0.370062008932083,0.0,0.3570021190378825,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.2777777777777778,1.0,0.3333333333333333,0.7646169354838709,0.2447779973240946,0.2180896529422561,0.1874549741018921,0.2622551024201643,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
0.3194444444444444,0.5,0.3333333333333333,0.2691532258064516,0.2276262120581137,0.0,0.3494623184722307,0.1454403509424142,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0
0.2361111111111111,1.0,0.3333333333333333,0.7419354838709676,0.178095381552793,0.1605378768677696,0.1379873971306123,0.2313320197776869,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
0.0138888888888888,0.0,0.0,0.0055443548387096,0.0054138349622094,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.4027777777777777,1.0,1.0,0.5751008064516129,0.5268904857683776,0.0,0.0,0.3337819249786238,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.5474361656966821,1.0,0.4653830058199073,0.8479104919051172,0.4648205434090562,0.2676135573869061,0.7013809919536551,0.5922322209963494,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6038509825402779,0.6038509825402779,0.3961490174597221,1.0,1.0,1.0,0.0,0.0,1
0.0138888888888888,1.0,0.3333333333333333,0.5201612903225806,0.0085918417376254,0.0,0.0,0.0075913602736161,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.444263939498881,1.0,0.3333333333333333,0.8490778118862558,0.3886901038034956,0.3335139911247815,0.5884283629217805,0.4942724566724747,0.743256503690242,0.256743496309758,0.256743496309758,0.0,1.0,1.0,0.743256503690242,0.0,0.743256503690242,0.0,1.0,1.0,1.0,0.0,0.0,1
0.4722222222222222,0.5,0.0,0.3704637096774194,0.3261591897854844,0.5766546639981123,0.0,0.2775344808357188,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.611111111111111,0.5,0.6666666666666666,0.3694556451612902,0.4438192789232581,0.3898762443300501,0.0,0.3762667757165694,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.0555555555555555,0.5,0.0,0.1098790322580645,0.0310918934245385,0.0336635523820344,0.0,0.0135692776683148,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0416666666666666,1.0,0.0,0.5695564516129032,0.0483464618092782,0.0,0.0,0.0326108777277965,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.6805555555555555,1.0,1.0,0.5740927419354839,0.8612073472208686,0.0,0.0,0.5441837986542251,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.8333333333333333,0.5,0.3333333333333333,0.46875,0.7079364516786432,0.6178278957166206,0.0,0.5978958325588312,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.9722222222222222,1.0,0.6666666666666666,0.7736895161290323,0.928179409705916,0.8079130214387471,0.6944268674244747,0.9790847243391948,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.5833333333333333,1.0,0.3333333333333333,0.8271169354838709,0.4909931861880752,0.0,0.7402126186448846,0.625175657087624,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0
0.3055555555555555,0.5,0.3333333333333333,0.3180443548387096,0.2399601863091704,0.2139315440034726,0.0,0.1532027212907543,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.2229760093508437,1.0,0.3333333333333333,0.6950683419334562,0.2062925359333703,0.0,0.2354869133615293,0.2202635502491644,0.0,0.7925213919629192,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2074786080370808,0.2074786080370808,1.0,0.7925213919629192,0.2074786080370808,0.0,1
0.0514702507455246,1.0,0.3333333333333333,0.5839551244966303,0.0481339979416167,0.0,0.0310632384556576,0.0412614968012146,0.4313806487740746,0.4313806487740746,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5686193512259253,0.0,1.0,0.0,0.0,1
0.1805555555555555,0.0,0.0,0.0206653225806451,0.1873045127105502,0.0,0.0,0.0381575523253652,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.6527777777777778,1.0,0.3333333333333333,0.7847782258064515,0.5109000316028555,0.8955432809818883,0.384873927485298,0.6502323506450053,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.1926190761247723,1.0,0.3333333333333333,0.7652863200122126,0.1609088132065845,0.1457046625208373,0.2433785693665137,0.2076923835888184,0.3565713259508191,0.0,0.6434286740491809,0.6434286740491809,1.0,0.6434286740491809,0.0,1.0,0.6434286740491809,0.0,0.6434286740491809,0.6434286740491809,1.0,0.0,0.0,1
0.3611111111111111,1.0,0.3333333333333333,0.7147177419354839,0.3149895001727819,0.2786871061624381,0.2395404071831096,0.3359009628610729,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.4861111111111111,0.0,0.3333333333333333,0.016633064516129,0.4641809691739249,0.0,0.0,0.0962414959663928,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.1527777777777777,0.0,1.0,0.0131048387096774,0.150267147502636,0.0,0.0,0.0303877467563849,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.3194444444444444,0.5,0.0,0.2202620967741935,0.194759242358459,0.1749199579323947,0.0,0.1247555671214543,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.4722222222222222,0.0,1.0,0.0181451612903225,0.4733960074074729,0.0,0.0,0.0981746533328376,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.0555555555555555,0.0,0.0,0.0141129032258064,0.0399702283380146,0.0,0.0,0.0072493401241681,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0537766580294821,1.0,0.0,0.6317875564631407,0.0491779021427958,0.0,0.0423517466406984,0.0451107391199211,0.0611046676196322,0.0,0.0611046676196322,0.0611046676196322,1.0,0.0611046676196322,0.0,0.0,0.0,0.0,0.0,1.0,0.9388953323803676,0.0611046676196322,0.0,1
0.0138888888888888,1.0,0.0,0.5206653225806452,0.0086036558892068,0.0,0.0,0.0075987954942562,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.6527777777777778,1.0,1.0,0.5766129032258065,0.6203227035504478,0.5422110838234909,0.0,0.5243763708688055,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0138888888888888,0.5,0.196031212535149,0.2559417149797834,0.0023987259916637,0.0088993356838159,0.0041439363777247,0.0036937310868053,0.0,0.588093637605447,0.588093637605447,0.0,0.411906362394553,0.0,0.411906362394553,0.588093637605447,0.0,0.0,0.588093637605447,0.0,1.0,0.0,0.0,1
0.137498457639184,0.7966629650007084,0.3333333333333333,0.5768208018202827,0.1272465431145774,0.0,0.1908443948063207,0.1348654370094207,0.5933259300014169,0.5933259300014169,0.0,0.0,1.0,0.5933259300014169,0.0,0.0,0.0,0.0,0.5933259300014169,0.5933259300014169,1.0,0.0,0.0,1
0.3611111111111111,0.0,1.0,0.0201612903225806,0.3422234823983908,0.0,0.0,0.0706569017435592,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.4722222222222222,0.5,0.6666666666666666,0.4294354838709677,0.3471499836078646,0.3064438598484517,0.0,0.2951485185322874,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.0352612917922168,0.7694065045198095,0.1796043363465396,0.5455125970960071,0.0291306404967569,0.0107874576495771,0.0182078006293065,0.0256663863841465,0.4611869909603809,0.0,0.0,0.538813009039619,1.0,0.538813009039619,0.0,0.4611869909603809,0.538813009039619,0.0,0.0,0.538813009039619,1.0,0.0,0.0,1
0.7222222222222222,0.5,1.0,0.5619959677419355,0.5418212105370417,0.4744587874391491,0.4078123767539284,0.5738280233465928,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0
0.4187578096128031,1.0,0.3333333333333333,0.7777447830273798,0.3695068787006645,0.1876531959940729,0.441277244993328,0.4507451513945001,0.5810150933751095,0.0,0.4189849066248905,0.0,1.0,1.0,0.0,0.4189849066248905,0.4189849066248905,0.4189849066248905,1.0,0.4189849066248905,1.0,0.0,0.0,1
0.7916666666666666,0.5,0.3333333333333333,0.2681451612903226,0.6000318982092699,0.0,0.9019903418900798,0.3798133759619316,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
0.25,0.5,1.0,0.1537298387096774,0.2047422004448027,0.1835359511969166,0.0,0.0864270047213651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.0416666666666666,0.5,0.6666666666666666,0.4662298387096774,0.0172374378649465,0.0217061851615553,0.0186571546261645,0.0235845198706271,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
0.0555555555555555,1.0,0.3333333333333333,0.8412298387096774,0.0351559615685648,0.0371711283382421,0.063899527611502,0.0514145507267928,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
0.0138888888888888,1.0,0.3333333333333333,0.5670362903225806,0.0096905578347022,0.0,0.0,0.0082828357931521,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.1666666666666666,1.0,0.3333333333333333,0.784274193548387,0.1548534011465633,0.0,0.2414913103303213,0.167931893378936,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
0.1666666666666666,0.0,0.6666666666666666,0.0206653225806451,0.1512240937807352,0.0,0.0,0.0305884977136696,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.7638888888888888,0.5,0.6666666666666666,0.3659274193548386,0.5198787868047741,0.0,0.7830693858949527,0.4400907096918101,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1
0.0694444444444444,1.0,0.3333333333333333,0.6804435483870968,0.0588539682258393,0.0,0.0495298025433607,0.0672367002490798,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
0.4861111111111111,1.0,0.6666666666666666,0.721774193548387,0.4402502237304955,0.0,0.3324633438795453,0.4672887467935611,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
0.8055555555555555,0.5,1.0,0.3755040322580645,0.5533010216287579,0.0,0.8326570319278533,0.4681363619465408,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0
0.1944444444444444,1.0,0.3333333333333333,0.6270161290322581,0.2453828818850659,0.0,0.0,0.1566154875645934,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.4166666666666666,1.0,0.3333333333333333,0.8654233870967741,0.3608189569876275,0.3182411429337202,0.547076712736961,0.4613256998401427,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0
